filename,label,source,original_path,width,height,fps,duration_s,file_size_kb,codec,bitrate_kbps,date_added,notes
rtfs_real_uhaIMP4XT6s_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/uhaIMP4XT6s_00000_00010.mp4,1920,1080,50.0,10.0,2032.475,h264,1665,2026-06-01T07:35:25.463134+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_OxcRP-R-FSg_00015_00025.mp4,real,godmodes/rtfs-10k,original_videos/OxcRP-R-FSg_00015_00025.mp4,1920,1080,25.0,10.0,676.146,h264,553,2026-06-01T07:35:28.827047+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_OX7tc-E8J8I_00026_00036.mp4,real,godmodes/rtfs-10k,original_videos/OX7tc-E8J8I_00026_00036.mp4,1920,1080,50.0,10.0,1408.925,h264,1154,2026-06-01T07:35:31.861428+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_cslA7-GQ_5E_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/cslA7-GQ_5E_00000_00010.mp4,720,1280,24.917,10.033,639.654,h264,522,2026-06-01T07:35:34.928590+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_UVoMf3Eb3m0_00020_00030.mp4,real,godmodes/rtfs-10k,original_videos/UVoMf3Eb3m0_00020_00030.mp4,1280,720,30.0,10.0,1001.657,h264,820,2026-06-01T07:35:38.038984+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Q0Jua_LS9p8_00015_00025.mp4,real,godmodes/rtfs-10k,original_videos/Q0Jua_LS9p8_00015_00025.mp4,1280,720,30.0,10.0,881.059,h264,721,2026-06-01T07:35:41.022943+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_qsTiyTMCeZY_00120_00130.mp4,real,godmodes/rtfs-10k,original_videos/qsTiyTMCeZY_00120_00130.mp4,1280,720,29.97,10.01,891.447,h264,729,2026-06-01T07:35:44.023619+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_7-kM7EC9lCI_00010_00020.mp4,real,godmodes/rtfs-10k,original_videos/7-kM7EC9lCI_00010_00020.mp4,1920,1080,25.0,10.0,2876.414,h264,2356,2026-06-01T07:35:47.250931+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_emCO7lgfCvQ_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/emCO7lgfCvQ_00000_00010.mp4,1920,1080,60.0,10.0,1127.2,h264,923,2026-06-01T07:35:50.335142+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_9VIpnBAs36M_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/9VIpnBAs36M_00000_00010.mp4,720,1280,30.0,10.0,932.42,h264,763,2026-06-01T07:35:52.312910+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_2USRdYNH_1A_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/2USRdYNH_1A_00000_00010.mp4,720,1280,29.97,10.01,713.225,h264,583,2026-06-01T07:35:54.297917+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_EvLaVr4HDbY_00017_00027.mp4,real,godmodes/rtfs-10k,original_videos/EvLaVr4HDbY_00017_00027.mp4,1280,720,25.0,10.0,1195.494,h264,979,2026-06-01T07:35:55.678679+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_9j4znewgcik_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/9j4znewgcik_00000_00010.mp4,1920,1080,25.0,10.0,2531.053,h264,2073,2026-06-01T07:35:58.907119+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_j24VwRIrJ24_00149_00159.mp4,real,godmodes/rtfs-10k,original_videos/j24VwRIrJ24_00149_00159.mp4,1280,720,25.0,10.0,485.557,h264,397,2026-06-01T07:36:01.685657+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_BLtDVLHCmRM_00030_00040.mp4,real,godmodes/rtfs-10k,original_videos/BLtDVLHCmRM_00030_00040.mp4,1920,1080,25.0,10.0,1738.856,h264,1424,2026-06-01T07:36:04.652944+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_DEhEc_FpKqE_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/DEhEc_FpKqE_00000_00010.mp4,720,1280,29.97,10.01,827.131,h264,676,2026-06-01T07:36:07.501204+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_tGDcq53FHKQ_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/tGDcq53FHKQ_00000_00010.mp4,720,1280,29.25,10.017,918.315,h264,751,2026-06-01T07:36:10.317439+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_vNweST6i2Mc_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/vNweST6i2Mc_00000_00010.mp4,1280,720,25.0,10.0,613.91,h264,502,2026-06-01T07:36:11.702608+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_OXbIeO3tblU_00010_00020.mp4,real,godmodes/rtfs-10k,original_videos/OXbIeO3tblU_00010_00020.mp4,1920,1080,30.0,10.0,2489.959,h264,2039,2026-06-01T07:36:14.899099+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_egGO7-WOokw_00610_00620.mp4,real,godmodes/rtfs-10k,original_videos/egGO7-WOokw_00610_00620.mp4,1280,720,30.0,10.0,1630.393,h264,1335,2026-06-01T07:36:16.420947+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_7g57yuMh5eQ_00030_00040.mp4,real,godmodes/rtfs-10k,original_videos/7g57yuMh5eQ_00030_00040.mp4,1920,1080,25.0,10.0,2420.913,h264,1983,2026-06-01T07:36:19.650924+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_TdrbpTMxYFs_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/TdrbpTMxYFs_00000_00010.mp4,720,1280,29.917,10.028,814.526,h264,665,2026-06-01T07:36:25.817397+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_7q5oT9jCgAM_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/7q5oT9jCgAM_00000_00010.mp4,720,1280,29.97,10.01,961.128,h264,786,2026-06-01T07:36:28.658573+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_8aa50yjPrzg_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/8aa50yjPrzg_00000_00010.mp4,720,1280,29.97,10.01,1409.548,h264,1153,2026-06-01T07:36:31.999630+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_fPlnzwvu5O0_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/fPlnzwvu5O0_00000_00010.mp4,720,1280,29.917,10.028,1210.331,h264,988,2026-06-01T07:36:34.964394+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_tiVYwn-1KPI_00145_00155.mp4,real,godmodes/rtfs-10k,original_videos/tiVYwn-1KPI_00145_00155.mp4,1920,1080,25.0,10.0,1894.117,h264,1551,2026-06-01T07:36:42.705484+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_KJeQFUngh6A_00161_00171.mp4,real,godmodes/rtfs-10k,original_videos/KJeQFUngh6A_00161_00171.mp4,1920,1080,25.0,10.0,2410.488,h264,1974,2026-06-01T07:36:45.877567+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_KJeQFUngh6A_00160_00170.mp4,real,godmodes/rtfs-10k,original_videos/KJeQFUngh6A_00160_00170.mp4,1920,1080,25.0,10.0,2395.992,h264,1962,2026-06-01T07:36:49.074210+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_6g5Az34hfY4_00197_00207.mp4,real,godmodes/rtfs-10k,original_videos/6g5Az34hfY4_00197_00207.mp4,1920,1080,25.0,10.0,2230.53,h264,1827,2026-06-01T07:36:52.113981+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_ACgdxFF5Zy8_00056_00066.mp4,real,godmodes/rtfs-10k,original_videos/ACgdxFF5Zy8_00056_00066.mp4,1920,1080,25.0,10.0,2239.798,h264,1834,2026-06-01T07:36:54.185880+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_UcV4Z5Nh4jU_01090_01100.mp4,real,godmodes/rtfs-10k,original_videos/UcV4Z5Nh4jU_01090_01100.mp4,854,480,25.0,10.0,357.757,h264,293,2026-06-01T07:36:55.343676+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_SjlFIzCZTPI_00145_00155.mp4,real,godmodes/rtfs-10k,original_videos/SjlFIzCZTPI_00145_00155.mp4,1280,720,25.0,10.0,911.995,h264,747,2026-06-01T07:36:56.760699+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_PGOpdiv2E5k_00040_00050.mp4,real,godmodes/rtfs-10k,original_videos/PGOpdiv2E5k_00040_00050.mp4,1920,1080,25.0,10.0,1487.468,h264,1218,2026-06-01T07:36:59.772397+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_sCWiEltTVCc_00165_00175.mp4,real,godmodes/rtfs-10k,original_videos/sCWiEltTVCc_00165_00175.mp4,1920,1080,25.0,10.0,2366.334,h264,1938,2026-06-01T07:37:02.750617+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_udBWnrUMKU0_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/udBWnrUMKU0_00000_00010.mp4,720,1280,29.833,10.022,944.224,h264,771,2026-06-01T07:37:05.504182+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_rCUf7JBA424_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/rCUf7JBA424_00000_00010.mp4,720,1280,29.97,10.01,1056.982,h264,865,2026-06-01T07:37:07.201371+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_mby8ci8Znx8_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/mby8ci8Znx8_00000_00010.mp4,720,1280,29.97,10.01,1077.969,h264,882,2026-06-01T07:37:08.580457+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_U0E8BlAeHfA_00001_00011.mp4,real,godmodes/rtfs-10k,original_videos/U0E8BlAeHfA_00001_00011.mp4,720,1280,29.97,10.01,1038.091,h264,849,2026-06-01T07:37:11.787332+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_qENfS99U9oE_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/qENfS99U9oE_00000_00010.mp4,720,1280,29.97,10.01,1262.122,h264,1032,2026-06-01T07:37:13.996393+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Dh6k8EtEiNE_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/Dh6k8EtEiNE_00000_00010.mp4,720,1280,29.97,10.01,934.169,h264,764,2026-06-01T07:37:16.990698+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_JBPNbJVR6G0_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/JBPNbJVR6G0_00000_00010.mp4,720,1280,29.917,10.028,760.015,h264,620,2026-06-01T07:37:19.765064+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_9LO5hLFv9_4_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/9LO5hLFv9_4_00000_00010.mp4,720,1280,29.97,10.01,776.442,h264,635,2026-06-01T07:37:22.604123+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_KNn6MLyaEPE_00002_00012.mp4,real,godmodes/rtfs-10k,original_videos/KNn6MLyaEPE_00002_00012.mp4,1920,1080,50.0,10.0,1650.652,h264,1352,2026-06-01T07:37:25.590045+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_J2dLUpSnPNo_00035_00045.mp4,real,godmodes/rtfs-10k,original_videos/J2dLUpSnPNo_00035_00045.mp4,1920,1080,50.0,10.0,2019.419,h264,1654,2026-06-01T07:37:26.989898+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4GyRbKZVk68_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/4GyRbKZVk68_00000_00010.mp4,1920,1080,25.0,10.0,2061.47,h264,1688,2026-06-01T07:37:31.638509+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_of4nppyk3p8_00060_00070.mp4,real,godmodes/rtfs-10k,original_videos/of4nppyk3p8_00060_00070.mp4,1920,1080,25.0,10.0,3726.952,h264,3053,2026-06-01T07:37:55.636622+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_5qO4g1pqXOE_00555_00565.mp4,real,godmodes/rtfs-10k,original_videos/5qO4g1pqXOE_00555_00565.mp4,1920,1080,25.0,10.0,2497.152,h264,2045,2026-06-01T07:37:58.636968+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Nti7U-GXuzc_00676_00686.mp4,real,godmodes/rtfs-10k,original_videos/Nti7U-GXuzc_00676_00686.mp4,1920,1080,25.0,10.0,2846.617,h264,2331,2026-06-01T07:38:01.864665+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Er-9f7Na8IQ_00180_00190.mp4,real,godmodes/rtfs-10k,original_videos/Er-9f7Na8IQ_00180_00190.mp4,1920,1080,25.0,10.0,1596.951,h264,1308,2026-06-01T07:38:05.025776+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_jT5sw3Fey4s_00175_00185.mp4,real,godmodes/rtfs-10k,original_videos/jT5sw3Fey4s_00175_00185.mp4,1920,1080,25.0,10.0,2669.978,h264,2187,2026-06-01T07:38:06.567872+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4HOy-eSFKt4_00000_00010.mp4,real,godmodes/rtfs-10k,original_videos/4HOy-eSFKt4_00000_00010.mp4,1920,1080,25.0,10.0,2032.369,h264,1664,2026-06-01T07:38:09.340737+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_kpn_Ni-SKTk_00643_00654.mp4,real,godmodes/rtfs-10k,original_videos/kpn_Ni-SKTk_00643_00654.mp4,1920,1080,25.0,11.0,2838.036,h264,2113,2026-06-01T07:38:12.521260+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_e4hqkO1_qr4_00015_00025.mp4,real,godmodes/rtfs-10k,original_videos/e4hqkO1_qr4_00015_00025.mp4,1920,1080,25.0,10.0,1649.713,h264,1351,2026-06-01T07:38:15.467655+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_uAoJVXo2sek_00012_00022.mp4,real,godmodes/rtfs-10k,original_videos/uAoJVXo2sek_00012_00022.mp4,1920,1080,25.0,10.0,2067.747,h264,1693,2026-06-01T07:38:18.467805+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4pm1lWxbZjw_00018_00032.mp4,real,godmodes/rtfs-10k,original_videos/4pm1lWxbZjw_00018_00032.mp4,1920,1080,30.0,14.0,4259.249,h264,2492,2026-06-01T07:38:21.861748+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_0gZP7kcsmwE_00003_00013.mp4,real,godmodes/rtfs-10k,original_videos/0gZP7kcsmwE_00003_00013.mp4,1920,1080,25.0,10.0,754.291,h264,617,2026-06-01T07:38:23.794950+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CAanAxDv4iY_00025_00035.mp4,real,godmodes/rtfs-10k,original_videos/CAanAxDv4iY_00025_00035.mp4,1920,1080,50.0,10.0,1779.347,h264,1457,2026-06-01T07:38:25.034510+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_55XYQosOUSs_00010_00030.mp4,real,godmodes/rtfs-10k,original_videos/55XYQosOUSs_00010_00030.mp4,1920,1080,25.0,20.0,7300.092,h264,2990,2026-06-01T07:38:28.598121+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_j9oK5zpJZdA_00007_00017.mp4,real,godmodes/rtfs-10k,original_videos/j9oK5zpJZdA_00007_00017.mp4,1920,1080,25.0,10.0,1947.78,h264,1595,2026-06-01T07:38:30.759353+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_AoCuJk9n0Jo_00022_00032.mp4,real,godmodes/rtfs-10k,original_videos/AoCuJk9n0Jo_00022_00032.mp4,1920,1080,25.0,10.0,1010.527,h264,827,2026-06-01T07:38:33.975118+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_SFski3lNzBo_00016_00026.mp4,real,godmodes/rtfs-10k,original_videos/SFski3lNzBo_00016_00026.mp4,1920,1080,29.97,10.01,2963.365,h264,2425,2026-06-01T07:38:35.600652+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_BlId4yd2IkE_00001_00011.mp4,real,godmodes/rtfs-10k,original_videos/BlId4yd2IkE_00001_00011.mp4,1280,720,50.0,10.0,1092.979,h264,895,2026-06-01T07:38:38.646637+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gZC2ZyHvMA8_00039_00049.mp4,real,godmodes/rtfs-10k,original_videos/gZC2ZyHvMA8_00039_00049.mp4,1280,720,29.0,10.0,1432.006,h264,1173,2026-06-01T07:38:41.609095+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_jPDx33QCXyw_00012_00036.mp4,real,godmodes/rtfs-10k,original_videos/jPDx33QCXyw_00012_00036.mp4,1920,1080,50.0,24.0,2409.951,h264,822,2026-06-01T07:38:43.305819+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_BdPxwWB9A3k_00240_00250.mp4,real,godmodes/rtfs-10k,original_videos/BdPxwWB9A3k_00240_00250.mp4,1920,1080,30.0,10.0,5010.338,h264,4104,2026-06-01T07:38:46.184644+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_hDFBvtU-dO8_00011_00031.mp4,real,godmodes/rtfs-10k,original_videos/hDFBvtU-dO8_00011_00031.mp4,1920,1080,25.0,20.0,2925.548,h264,1198,2026-06-01T07:38:49.399943+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_hDFBvtU-dO8_00161_00178.mp4,real,godmodes/rtfs-10k,original_videos/hDFBvtU-dO8_00161_00178.mp4,1920,1080,25.0,17.0,4439.186,h264,2139,2026-06-01T07:38:52.597149+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_hDFBvtU-dO8_00243_00252.mp4,real,godmodes/rtfs-10k,original_videos/hDFBvtU-dO8_00243_00252.mp4,1920,1080,25.0,9.0,2349.354,h264,2138,2026-06-01T07:38:55.429189+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_9MiUQ9FFzeo_00001_00020.mp4,real,godmodes/rtfs-10k,original_videos/9MiUQ9FFzeo_00001_00020.mp4,2560,1440,25.0,19.0,6579.225,h264,2836,2026-06-01T07:39:01.829661+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_7ABEVXy_pbc_00035_00044.mp4,real,godmodes/rtfs-10k,original_videos/7ABEVXy_pbc_00035_00044.mp4,1920,1080,25.0,9.0,1612.471,h264,1467,2026-06-01T07:39:04.836764+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Tv2-XwJEHvw_00320_00350.mp4,real,godmodes/rtfs-10k,original_videos/Tv2-XwJEHvw_00320_00350.mp4,1280,720,25.0,30.0,4740.369,h264,1294,2026-06-01T07:39:06.605165+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_mvugUqSn8ys_00054_00070.mp4,real,godmodes/rtfs-10k,original_videos/mvugUqSn8ys_00054_00070.mp4,1920,1080,25.0,16.0,4289.982,h264,2196,2026-06-01T07:39:09.583644+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_CKKsgu3uWHk_00075_00090.mp4,real,godmodes/rtfs-10k,original_videos/CKKsgu3uWHk_00075_00090.mp4,1920,1080,25.0,15.0,2743.132,h264,1498,2026-06-01T07:39:12.589635+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_3LtHfZil7Fo_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/3LtHfZil7Fo_00000_00030.mp4,1280,720,30.0,30.0,3500.413,h264,955,2026-06-01T07:39:14.156662+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_FF7btzFfb7M_00007_00037.mp4,real,godmodes/rtfs-10k,original_videos/FF7btzFfb7M_00007_00037.mp4,1920,1080,29.97,30.03,5354.021,h264,1460,2026-06-01T07:39:17.374377+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_fO_xQ0YATO4_00000_00020.mp4,real,godmodes/rtfs-10k,original_videos/fO_xQ0YATO4_00000_00020.mp4,2560,1440,29.97,20.02,9374.525,h264,3835,2026-06-01T07:39:35.107782+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_6wm7DnvJ_mc_00445_00470.mp4,real,godmodes/rtfs-10k,original_videos/6wm7DnvJ_mc_00445_00470.mp4,1280,720,25.0,25.0,4391.861,h264,1439,2026-06-01T07:39:39.010182+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_cMx5ENmzOdI_00000_00030.mp4,real,godmodes/rtfs-10k,original_videos/cMx5ENmzOdI_00000_00030.mp4,1280,720,25.0,30.0,3650.634,h264,996,2026-06-01T07:39:42.222343+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_vDZQIH5WwZs_00020_00050.mp4,real,godmodes/rtfs-10k,original_videos/vDZQIH5WwZs_00020_00050.mp4,1920,1080,24.0,30.0,5376.417,h264,1468,2026-06-01T07:39:44.327003+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_4uyyTXQWPlw_00065_00075.mp4,real,godmodes/rtfs-10k,original_videos/4uyyTXQWPlw_00065_00075.mp4,1920,1080,25.0,10.0,1344.839,h264,1101,2026-06-01T07:39:46.256350+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_m_YLQePzcDQ_00000_00015.mp4,real,godmodes/rtfs-10k,original_videos/m_YLQePzcDQ_00000_00015.mp4,1920,1080,30.0,15.0,3707.259,h264,2024,2026-06-01T07:39:49.714578+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_LV4QBr3PKiA_00026_00050.mp4,real,godmodes/rtfs-10k,original_videos/LV4QBr3PKiA_00026_00050.mp4,1920,1080,25.0,24.0,6171.628,h264,2106,2026-06-01T07:39:53.088369+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_co-2aov5UoQ_00009_00024.mp4,real,godmodes/rtfs-10k,original_videos/co-2aov5UoQ_00009_00024.mp4,1920,1080,29.97,15.015,1951.892,h264,1064,2026-06-01T07:39:56.057769+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_f97TW8bnkeU_00041_00056.mp4,real,godmodes/rtfs-10k,original_videos/f97TW8bnkeU_00041_00056.mp4,1920,1080,25.0,15.0,2478.897,h264,1353,2026-06-01T07:39:59.082367+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_dEHbi5N6ViQ_00000_00020.mp4,real,godmodes/rtfs-10k,original_videos/dEHbi5N6ViQ_00000_00020.mp4,1280,720,25.0,20.0,4137.923,h264,1694,2026-06-01T07:40:04.885530+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_uRXdXwpqHnI_00000_00015.mp4,real,godmodes/rtfs-10k,original_videos/uRXdXwpqHnI_00000_00015.mp4,1920,1080,30.0,15.0,3644.066,h264,1990,2026-06-01T07:40:08.082624+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_ISFgr_wjj2o_00082_00100.mp4,real,godmodes/rtfs-10k,original_videos/ISFgr_wjj2o_00082_00100.mp4,1920,1080,60.0,18.0,2732.495,h264,1243,2026-06-01T07:40:11.334087+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_gnM_ef3cfK4_00740_00750.mp4,real,godmodes/rtfs-10k,original_videos/gnM_ef3cfK4_00740_00750.mp4,1920,1080,25.0,10.0,1395.473,h264,1143,2026-06-01T07:40:14.355511+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_lMtHK9Rn7IE_00028_00050.mp4,real,godmodes/rtfs-10k,original_videos/lMtHK9Rn7IE_00028_00050.mp4,1920,1080,60.0,22.0,5656.46,h264,2106,2026-06-01T07:40:17.744415+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_N0blb7ngXzI_00041_00059.mp4,real,godmodes/rtfs-10k,original_videos/N0blb7ngXzI_00041_00059.mp4,1920,1080,30.0,18.0,5265.709,h264,2396,2026-06-01T07:40:20.943637+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_93HQLECcTVo_00625_00645.mp4,real,godmodes/rtfs-10k,original_videos/93HQLECcTVo_00625_00645.mp4,1920,1080,25.0,20.0,5304.554,h264,2172,2026-06-01T07:40:24.526072+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_GO5dI_x2JTU_00488_00498.mp4,real,godmodes/rtfs-10k,original_videos/GO5dI_x2JTU_00488_00498.mp4,1920,1080,30.0,10.0,3314.529,h264,2715,2026-06-01T07:40:27.930299+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_MdMH2hhJySc_00000_00024.mp4,real,godmodes/rtfs-10k,original_videos/MdMH2hhJySc_00000_00024.mp4,1920,1080,30.0,24.0,5780.04,h264,1972,2026-06-01T07:40:31.156231+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_OF9HqgRYca0_00130_00140.mp4,real,godmodes/rtfs-10k,original_videos/OF9HqgRYca0_00130_00140.mp4,1920,1080,30.0,10.0,2360.754,h264,1933,2026-06-01T07:40:33.364751+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_qpnI-MUGLFk_00091_00110.mp4,real,godmodes/rtfs-10k,original_videos/qpnI-MUGLFk_00091_00110.mp4,1280,720,30.0,19.0,3081.872,h264,1328,2026-06-01T07:40:36.572108+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_9juk9yP8tGE_00002_00012.mp4,real,godmodes/rtfs-10k,original_videos/9juk9yP8tGE_00002_00012.mp4,1920,1080,29.97,10.01,2426.665,h264,1985,2026-06-01T07:40:38.326001+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_2iHi-_LKdbM_00017_00027.mp4,real,godmodes/rtfs-10k,original_videos/2iHi-_LKdbM_00017_00027.mp4,1280,720,29.97,10.01,807.081,h264,660,2026-06-01T07:40:41.308604+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Cuf99y3JMQE_00770_00788.mp4,real,godmodes/rtfs-10k,original_videos/Cuf99y3JMQE_00770_00788.mp4,1920,1080,60.0,18.0,7549.345,h264,3435,2026-06-01T07:40:44.719237+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_L3hH6zp8tD0_00000_00012.mp4,real,godmodes/rtfs-10k,original_videos/L3hH6zp8tD0_00000_00012.mp4,1920,1080,60.0,12.0,2857.85,h264,1950,2026-06-01T07:40:46.075902+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_oGsvThWeK54_00000_00020.mp4,real,godmodes/rtfs-10k,original_videos/oGsvThWeK54_00000_00020.mp4,1920,1080,60.0,20.0,6736.062,h264,2759,2026-06-01T07:40:49.669235+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Fqu8F0oYTug_00253_00263.mp4,real,godmodes/rtfs-10k,original_videos/Fqu8F0oYTug_00253_00263.mp4,1920,1080,25.0,10.0,2537.577,h264,2078,2026-06-01T07:40:52.784887+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_5oNXiYCUTwI_00004_00016.mp4,real,godmodes/rtfs-10k,original_videos/5oNXiYCUTwI_00004_00016.mp4,1920,1080,50.0,12.0,2395.404,h264,1635,2026-06-01T07:40:54.126959+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Mz6Zp_Brgas_00032_00044.mp4,real,godmodes/rtfs-10k,original_videos/Mz6Zp_Brgas_00032_00044.mp4,1920,1080,50.0,12.0,3762.493,h264,2568,2026-06-01T07:40:57.313787+00:00,Creative Commons source clip from RTFS-10K.
rtfs_real_Txvwzzb_EeA_00125_00155.mp4,real,godmodes/rtfs-10k,original_videos/Txvwzzb_EeA_00125_00155.mp4,1920,1080,25.0,30.0,4492.884,h264,1226,2026-06-01T07:41:00.756352+00:00,Creative Commons source clip from RTFS-10K.
